JO_REQST_NO,CMPNY_NM,JO_SJ,JOBCODE_NM,CAREER_CND_NM,ACDMCR_NM,EMPLYM_STLE_CMMN_MM,HOPE_WAGE,WORK_PARAR_BASS_ADRES_CN,SUBWAY_NM,WORK_TIME_NM,HOLIDAY_NM,WEEK_WORK_HR,RCEPT_CLOS_NM,RCEPT_MTH_NM,PRESENTN_PAPERS_NM,MNGR_PHON_NO,BSNS_SUMRY_CN,DTY_CN,RET_GRANTS_NM,JO_FEINSR_SBSCRB_NM,JO_REG_DT,WELFARE_CN,직무상세성점수,기업소개점수,급여품질점수,복지점수,근무조건점수,출퇴근편의점수,종합점수,등급
H954202607270395,사회복지법인평안밀알복지재단,사회복지법인 평안밀알복지재단 주간활동서비스 제공인력 채용(제2026-02호) 공고,사회복지사(사회복지시설),무관,관계없음,계약직,월급 / 228만원 ,경기 평택시평안밀알복지재단 2층,,(근무시간) (오전) 9시 00분 ~ (오후) 6시 00분,주5일근무,40,마감일 (2026-09-26),   ,이력서 자기소개서 졸업증명서 경력증명서,031-646-1269,장애인복지,"*주간활동서비스 제공인력*
- 3인그룹 또는 1인집중지원 이용인 케어
- 주간활동서비스 프로그램 계획 및 진행
- 행정업무(관찰일지, 활동일지 등 주간활동서비스 관련 문서)
- 보호자 상담",퇴직연금,고용보험 산재보험 건강보험 국민연금,2026-07-27,,8.0,5.0,20.0,7.4,20.0,4.0,64.4,C
H954202607270474,(주)엠원소프트,KT부가서비스 인바운드 상담원 채용,콜센터 상담원(콜센터·고객센터·CS센터),무관,관계없음,계약직,월급 / 250만원 ,서울 종로구215호,,(근무시간) (오전) 9시 00분 ~ (오후) 6시 00분,주5일근무,40,마감일 (2026-09-26),고용24 입사지원   ,이력서 자기소개서  ,02-2004-7021,"고객센터운용, 시스템 개발","KT부가서비스 인바운드 상담
고객 문의 내용 상담, 상품 안내, 변경 등
 - 월급2,500,000(세전) (상여200%)
 - 경력 관계 없음 (단, 엑셀 사용 가능하신 분 우대)
 - 장기근속 가능한 분(장기근속 포상)
 - 중식제공
 - 3개월 수습기간 동안 체계적인 실무 교육 (급여는 변동 없음)
 - 4대보험가입됨
 - 고용24 지원이나 이메일지원하면 면접자는 개별통보합니다
   이메일: shyunjig@hanmail.net
 - 문의: 02-3461-0815",퇴직금,고용보험 산재보험 건강보험 국민연금,2026-07-27,,11.5,5.0,20.0,7.4,20.0,7.0,70.9,B
H954202607270686,(주)한미기술,운전직(인천공항),승합차 운전원,무관,관계없음,계약직,월급 / 310만원 ,인천 영종구,,"-06:30~13:30
-13:30~20:30
-20:30~06:30
-월 4회~5회 야근, 순번 근무",주5일근무,40,마감일 (2026-09-26),고용24 입사지원   ,이력서 기타  ,032-746-6926,시설물 유지관리,"-승합차 운전
-공항내에서 항공정비사 이동 시켜주는 업무",퇴직연금,고용보험 산재보험 건강보험 국민연금,2026-07-27,,6.5,5.0,20.0,7.4,20.0,7.0,65.9,C
H954202607271807,미소방문요양센터,[도봉구 방학동] 5등급 여어르신 주5일 오후케어.,재가 간병인,경력,관계없음,상용직(시간제),시급 / 10320원 ,서울 도봉구대원그린아파트,,(근무시간) (오후) 1시 00분 ~ (오후) 4시 00분,주5일근무,15,마감일 (2026-09-26),기타   ,기타   ,02-2091-2923,노인재가복지시설(방문요양센터),"대상 : 5등급 여어르신 (독거)
위치 : 방학동성당 맞은편 대원그린아파트 
시간 : 주5일 오후 13~16시
업무 : 인지활동, 일상생활함께하기, 복약도움 등
포괄시급 : 13,500원 + 교통비 3만원

* 공단 치매교육 이수하신분만 지원가능합니다.
* 사대보험 취득됩니다.


- 어르신께 늘 상냥하고 존대어 필수사용.
- 인근거주자, 경력자 우대.
- 1년이내 건강검진 하신 분.
- 바로 근무가능함.

미소방문요양센터",퇴직금,고용보험 산재보험 건강보험 국민연금,2026-07-27,,13.0,5.0,18.0,7.4,20.0,7.0,70.4,B
H954202607271776,효사랑방재가센터,경기 고양시 덕양구 통일로 관산동 신성아파트 사시는 4등급 여성어르신 요양보호사 구인합니다.,재가 간병인,경력,관계없음,상용직(시간제),시급 / 10320원 ,경기 고양시,,(근무시간) (오전) 10시 00분 ~ (오후) 1시 00분,주5일근무,15,마감일 (2026-09-26),방문 고용24 입사지원 기타 ,기타   ,031-920-3932,재가복지센터,"경기 고양시 덕양구 통일로 관산동 신성아파트 사시는 4등급 여성어르신 요양보호사 구인합니다.
근무시간은 오전 10시부터 13시 3시간이며 청소, 식사, 산책 등 도와주시면 됩니다.
친절하시고 상냥하신분 우대합니다.
대표전화로 연락주세요.
기본시급 + 주휴수당 및 기타수당  = 13,000",퇴직금,고용보험 산재보험 건강보험 국민연금,2026-07-27,,5.0,5.0,18.0,7.4,20.0,7.0,62.4,C
H954202607271447,송파방문요양센터,[거여동]4등급 할머니 1시~4시(주5일) 재가요양보호사 구인,재가 간병인,경력,관계없음,상용직(시간제),시급 / 10320원 ,서울 송파구,,(근무시간) (오후) 1시 00분 ~ (오후) 4시 00분,주5일근무,15,마감일 (2026-09-26),기타   ,기타   ,02-2147-3683,방문요양,"4등급 할머니 거여동 이편한 송파파크센트럴

거동가능하시고 인지양호하심

식사준비 어르신방 정리 및 말벗 산책도움

주5일 근무 화~토

근무시간 오후1시~오후4시

02-418-0746 전화로 지원해주세요",퇴직금,고용보험 산재보험 건강보험 국민연금,2026-07-27,,6.5,5.0,18.0,7.4,20.0,7.0,63.9,C
H954202607271916,중앙요양원,경력직 물리치료사 채용 공고,물리치료사,경력,관계없음,상용직,월급 / 280만원 ,경기 수원시,,"(근무시간) (오전) 9시 00분 ~ (오후) 6시 00분
토요일 격주근무",주5일근무,40,마감일 (2026-09-26),고용24 입사지원   ,이력서 자기소개서  ,031-231-7908,"간호서비스,재활서비스,생활서비스,영양서비스","ㆍ필수: 물리치료사면허증
 ㆍ경력 우대사항
   - 요양시설 경력자 우대, 장기요양평가 및 엔젤시스템 사용 가능자 우대
 -사회복지사업법, 노인복지법에 따라 종사자 결격사유에 해당하지 않는 자
-----------------------------------------------------------------
기타
▣ 근무형태 및 복리후생
- 주5일근무(격주토요일근무/평일휴무) - 4대보험 - 퇴직연금 운영 - 생일 축하금 - 경조사-명절겨려금 각100
▣ 기타 : 수습기간 3개월 있음.          (수습기간 평가를 통해 본채용 여부를 결정할 수 있음)
▣ 제출서류 및 전형방법
○ 제출서류
1) 이력서( 학교명, 종교, 추천인, 주민등록번호, 출신지역, 혼인여부 미기재) 1부.
2) 자기소개서 1부.
▣ 기타사항
가. 입사지원서 등 관련서류 작성시 기간산정은 공고일을 기준으로 함.
나. 제출된 서류는 요청시 반환되며, 채용/미채용 확정시 파기됩니다. 입사지원서상의 허위기재, 기재착오, 연락불능 등에 의한 불이익은 모두 지원자의 책임으로 함.
다. 입사지원서나 각종 증명서의 기재내용이 사실과 다르거나 채용에 관한 규정을 위반할 경우 채용은 정지 또는 무효 처리되며, 합격 후에도 임용이 취소됨.
라. 적격자가 없을 경우 선발하지 않을 수 있으며, 합격자 통지 후라도 부적합한 결격사유가 있을 경우 합격이 취소될 수 있음.
마. 기타 문의사항은 담당자에게 문의바랍니다. (☎ 031-291-2166/사무국장)",퇴직연금,고용보험 산재보험 건강보험 국민연금,2026-07-27,,19.0,6.2,20.0,7.4,20.0,7.0,79.6,B
H954202607271920,진아로지스틱스(주),보세창고 물류사무원(입출고 및 전산업무) 모집,,경력,관계없음,상용직,최소연봉 / 3000만원 ,인천 제물포구진아로지스틱스(주)아암물류,,"- 평일 8:30~18:00 (점심 12:00~13:00 / 간식 16:00~16:30)
- 토요일 8:00~12:00 (격주 근무",주5일근무,40,마감일 (2026-09-26),고용24 입사지원   ,이력서   ,032-460-4837,보통창고업,"< 담당업무 > 
- 보세물품 입,출고 및 재고 관리
- 화주 관리 및 화물기사 응대
- 세관 협력 및 관련 문서 관리
- 기타 사무 업무

< 자격요건 > 
- 학력 : 고졸이상
- 경력 : 보세창고 근무 최소1년 이상

< 우대사항 > 
- 영진프로그램 사용 유경험자
- 보세사 자격증 소지자

< 임금 > 
- 연봉 : 3000만원 전,후
- 신입,경력에 따른 증감,증가 협의

< 근무조건 > 
- 평일 8:30~18:00 (점심 12:00~13:00 / 간식 16:00~16:30)
- 토요일 8:00~12:00 (격주 근무 / 일요일 및 공휴일 휴무)

< 복리후생 > 
- 4대보험 및 퇴직연금 가입
- 월차,반차,연차 사용 및 점심,간식 제공

< 전형절차 > 
서류전형 → 임원면접 → 최종합격
* 면접일정은 서류전형 합격자에 한하여 개별 통보 됩니다.",퇴직연금,고용보험 산재보험 건강보험 국민연금,2026-07-27,,14.5,5.0,20.0,7.4,20.0,7.0,73.9,B
H954202607271260,으뜸어르신주야간보호센터,[구로4동/남구로시장 인근] 재가요양보호사 모집,재가 간병인,경력,관계없음,상용직(시간제),시급 / 10320원 ,서울 구로구,,13시~16시/토요일 격주 근무,주5일근무,17,마감일 (2026-09-26),방문 기타  ,이력서 기타  ,02-860-2500,재가노인복지센터,"[구로4동/남구로시장 인근]

- 대상자: 3등급 할머니, 지팡이 짚고, 거동가능, 외출시 휠체어 이용, 딸과 거주(낮엔 혼자 계심)
- 직무내용: 병원동행,신체지원, 가사 및 일상생활지원 등
- 근로시간 : 13:00~16:00 /주5~6일(토요일 격주 근무)
- 급여: 10,320원[포괄 시급 13,500원]",퇴직금,고용보험 산재보험 건강보험 국민연금,2026-07-27,,6.5,5.0,18.0,7.4,20.0,7.0,63.9,C
H954202607271440,참조은 데이케어센터,가양동 5단지 5등급 남자 어르신을 위한 요양보호사 모집,요양 보호사 및 간병인,무관,관계없음,상용직(시간제),시급 / 10320원 ,서울 강서구516동 8층,,(근무시간) (오전) 9시 00분 ~ (정오) 12시 00분,기타,3,마감일 (2026-09-26),우편   ,기타   ,02-2063-6725,노인요양 복지시설,"만76세 5등급 남자어르신 

인지 + 가사활동 함께하기 (청소, 취사, 세탁)  

10320 + 연차 주휴수당 

13000원",해당없음,고용보험 산재보험  ,2026-07-27,,5.0,5.0,18.0,6.2,15.0,7.0,56.2,C
H954202607270615,서브온 주식회사,2026년 하반기 서브온 콜센터 상담사 모집,콜센터 상담원(콜센터·고객센터·CS센터),무관,관계없음,계약직,월급 / 252만원 ,서울 서초구원진빌딩 402호,,(근무시간) (오전) 9시 00분 ~ (오후) 6시 00분,주5일근무,40,마감일 (2026-09-26),고용24 입사지원   ,이력서   ,02-2004-7343,"병원정보안내,예약 대행, 병원 동행 서비스 제공","- 서울시 1인가구 대상 병원동행 신청 접수를 필요로 하는 시민 응대
- 병원동행 신청 인바운드 콜 접수
- 근무기간은 26/12/31까지
- 순환근무제 (8시간 근무시간 대비 월 1회 순환 근무 07시~20시)",해당없음,고용보험 산재보험 건강보험 국민연금,2026-07-27,,5.0,6.2,20.0,6.2,20.0,7.0,64.4,C
H954202607270995,수영테크(주),레이저 가공 채용,레이저 절단원,무관,관계없음,상용직,최소연봉 / 4200만원 - 면접 후 협의가능 ,경기 시흥시시화공단 2바 706호(정왕동),,정규근무 7시20분~18시40분,주5일근무,40,마감일 (2026-09-26),방문 팩스 고용24 입사지원 ,이력서 경력증명서  ,031-496-1911,NCT 판금,"중국제 레이저 가공 경험자

정규근무 7시20분~18시40분
(급여 경력에 따라 협의)",퇴직연금,고용보험 산재보험 건강보험 국민연금,2026-07-27,,5.0,5.0,20.0,7.4,20.0,7.0,64.4,C
H954202607270620,동탄방문요양센터,오산동 4등급 74세 여 요양보호사님 구합니다.,재가 간병인,경력,관계없음,상용직,시급 / 10320원 ,경기 오산시2층,,(근무시간) (오후) 1시 00분 ~ (오후) 4시 00분,주5일근무,,마감일 (2026-09-26),기타   ,기타   ,031-231-7908,방문재가센터,"밝은 성격의 요양보호사님 모십니다. 

74세 4등급 여자어르신으로 직장다니는 딸과 함께 거주. 혼자계심. 

압박골절 후유증으로 화장실 사용이나 이동은 가능하나 오래 서있기 힘들어 함. 

기본적 개인위생, 식사, 말벗, 복약도움 및 일상생활 지원

병원갈때는 휠체어를 이용함. 
  
주3회 시작 후 어르신이 적응되면 주5회 이용. 

시급 10,320 + 주휴수당 + 연차수당 + 기타수당 = 13200원

근무시간 협의 가능 : 1시 시작, 2시 시작 가능

♣？전화？상담？후？면접",퇴직금,고용보험 산재보험 건강보험 국민연금,2026-07-27,,11.5,5.0,18.0,7.4,16.0,7.0,64.9,C
H954202607270824,세교노인복지센터,요양선생님 모집,요양 보호사 및 간병인,무관,관계없음,계약직(시간제),시급 / 10320원 ,경기 평택시101동,,(근무시간) (오전) 9시 00분 ~ (정오) 12시 00분,주5일근무,15,마감일 (2026-09-26),방문 고용24 입사지원 기타 ,기타   ,031-646-1229,"요양상담,등급신청,기타상담","요양보호
5등급 남자 어르신
가사 및 일상생활 지원",퇴직금,고용보험 산재보험 건강보험 국민연금,2026-07-27,,6.5,5.0,18.0,7.4,20.0,7.0,63.9,C
H954202607271951,가나안복지센터,[증산동]요양보호사(4등급),재가 간병인,신입,중학교,상용직(시간제),시급 / 13100원 ,서울 은평구.,,(근무시간) (오전) 10시 00분 ~ (오후) 1시 00분,주5일근무,15,마감일 (2026-09-26),방문   ,기타   ,070-5080-4591,방문요양 방문목욕,"-대상: 4등급 남 자 어르신
-내용: 신체활동지원, 정서지원,이동시부축도움, 점심식다도움, 말벗, 주변정리정돈
-시간: 10:00~13:00/주5
-급여:13,100원
-근무지: 은평구 증산로3길 5",퇴직금,고용보험 산재보험 건강보험 국민연금,2026-07-27,,6.5,5.0,18.0,7.4,20.0,7.0,63.9,C
H954202607271935,A+미소방문요양센터,(고덕동/4등급/오전)재가요양보호사 모집,재가 간병인,신입,관계없음,상용직(시간제),시급 / 10320원 ,서울 강동구고덕온빛채아파트 - 면접시 상세주소 안내예정,, 09:00~12:00(주5일),주5일근무,15,마감일 (2026-09-26),기타   ,기타   ,02-3425-5834,집안청소 및 정리정돈 어르신 목욕,"- 요양보호대상자: 4등급 할머님(84세, 배우자분과 함께 거주)
- 직무내용: 일상가사지원, 신체활동지원
- 장기요양급여 적용 근로시간 : 09:00~12:00(주5일)
- 장기요양급여 적용 시급: 시급 10,320원(주차 및 연차, 기타수당 충족시 시급 13,000원)
- 지원방법: 통화 후, 내방 (010-7503-5678)",퇴직금,고용보험 산재보험 건강보험 국민연금,2026-07-27,,6.5,5.0,18.0,7.4,20.0,7.0,63.9,C
H954202607271148,(주)케어링 방문요양센터 용인 처인점,성실한 요양보호사 선생님 모집 합니다. (보라동),재가 간병인,신입,관계없음,상용직(시간제),시급 / 10320원 ,경기 용인시,,(정오) 12시 00분~(오후) 3시 00분,주5일근무,15,마감일 (2026-09-26),방문 고용24 입사지원 기타 ,이력서 기타  ,031-289-2215,방문요양,"남자 어르신(4등급)혼자 거주
고관절수술로 인해 보행보조기의지해 거동
혼자화장실 이용가능
산책도움 .저녁식사도움 가사도움
근무 일정:월화수목토 
근무 시간: 12시00~15시00분


기타 수당 포함 13,000원",퇴직금,고용보험 산재보험 건강보험 국민연금,2026-07-27,,5.0,5.0,18.0,7.4,20.0,7.0,62.4,C
H954202607271057,돕는사랑,[ 화도읍 ]  3등급 할머님 재가요양보호사 구인,재가 간병인,신입,관계없음,상용직(시간제),시급 / 10320원 ,경기 남양주시.,,(근무시간) (오전) 9시 00분 ~ (정오) 12시 00분,주5일근무,15,마감일 (2026-09-26),방문   ,이력서   ,031-590-2346,방문요양,"- 3등급 할머님  일상생활지원 도움
- 주5일,  09~12시
- 시급 13,000원(10.320원+주휴,연차수당포함)
- 문의 010-6473-6230",퇴직금,고용보험 산재보험 건강보험 국민연금,2026-07-27,,6.5,5.0,18.0,7.4,20.0,7.0,63.9,C
H954202607271345,주식회사 라셋,테슬라 안성스토어 미화원 구인,"건물 청소원(공공건물,아파트,사무실,병원,상가,공장 등)",무관,관계없음,계약직,월급 / 100만원 ,경기 안성시안성스타필드 내 1층 테슬라 스토어,,(근무시간) (오전) 6시 30분 ~ (오전) 9시 30분,주5일근무,15,마감일 (2026-09-26),팩스 고용24 입사지원  ,이력서   ,02-3468-4834,시설물유지관리,"테슬라 안성 스토어 미화 업무

ㆍ 월,수,목,금,토 주5일 

   근무시간 6:30~09:30 


    월 급여 : 1,000,000원
    - 기본급 816,781원
    - 연차수당 48,219원
    - 식대보조비 135,000원

   08/13 오픈예정으로 그 전에 채용 및 업무 준비 필요",퇴직금,고용보험 산재보험 건강보험 국민연금,2026-07-27,,6.5,5.0,20.0,7.4,20.0,7.0,65.9,C
